station_id,state,district,water_body_type,year,month,temperature,pH,dissolved_oxygen,conductivity,turbidity,bod,nitrate,fecal_coliform,water_quality_class,water_status,risk_score
STN_6881,Madhya Pradesh,Dewas,River,2022,11,15.7,7.11,8.81,476.25,5.0,3.09,29.05,1017,Moderate,Moderate,5
STN_6882,Karnataka,Hassan,Lake,2019,4,31.32,7.08,8.65,583.31,8.84,6.76,22.52,1081,Polluted,Polluted,6
STN_6883,Madhya Pradesh,Bhopal,Groundwater,2020,4,26.74,6.6,7.55,970.44,16.49,6.09,28.05,311,Polluted,Polluted,6
STN_6884,Tamil Nadu,Tiruchirappalli,Lake,2020,8,16.03,7.12,8.09,1063.88,9.55,4.18,36.69,570,Moderate,Polluted,6
STN_6885,Uttar Pradesh,Noida,River,2020,11,33.72,6.97,3.34,1427.53,10.15,7.08,24.16,844,Polluted,Polluted,8
STN_6886,Karnataka,Shivamogga,Groundwater,2023,8,15.29,6.66,6.49,262.85,12.03,4.12,36.24,192,Moderate,Polluted,6
STN_6887,Bihar,Darbhanga,Lake,2019,2,26.45,8.39,7.11,861.27,16.98,1.08,41.29,574,Safe,Moderate,4
STN_6888,Maharashtra,Satara,Groundwater,2020,2,24.87,7.65,7.13,1349.78,19.13,2.75,26.81,426,Safe,Moderate,4
STN_6889,Tamil Nadu,Salem,River,2019,10,26.39,7.87,7.44,379.79,15.28,1.17,8.89,1720,Safe,Moderate,4
STN_6890,Telangana,Hyderabad,River,2022,10,17.71,7.57,5.07,625.21,10.03,2.83,13.12,887,Safe,Moderate,4
STN_6891,Telangana,Rangareddy,Groundwater,2023,10,27.89,7.11,7.29,1204.31,13.29,3.6,12.75,877,Moderate,Polluted,6
STN_6892,Madhya Pradesh,Indore,Lake,2022,2,17.34,8.57,3.41,1124.63,3.76,1.1,44.35,1469,Moderate,Polluted,7
STN_6893,Bihar,Purnia,River,2020,7,31.98,8.1,8.41,390.19,3.12,8.95,29.5,686,Polluted,Moderate,5
STN_6894,West Bengal,Murshidabad,Lake,2023,2,25.91,7.23,8.22,732.3,13.66,3.94,13.49,259,Moderate,Polluted,6
STN_6895,Rajasthan,Alwar,Groundwater,2023,12,20.88,7.11,8.6,323.15,15.97,2.49,29.99,1248,Safe,Moderate,4
STN_6896,Bihar,Araria,Groundwater,2021,3,15.5,8.67,3.27,1380.87,12.6,9.86,7.35,48,Polluted,Polluted,7
STN_6897,West Bengal,Bardhaman,Lake,2021,11,26.15,6.54,4.37,1191.25,19.52,3.12,35.79,732,Moderate,Polluted,8
STN_6898,Karnataka,Davanagere,River,2023,7,25.85,6.59,7.43,510.41,1.76,6.76,2.48,1254,Polluted,Moderate,5
STN_6899,Andhra Pradesh,Kurnool,River,2020,2,26.58,8.62,7.25,1109.96,2.56,7.65,1.47,755,Polluted,Polluted,7
STN_6900,Maharashtra,Jalgaon,River,2022,12,27.0,8.45,6.17,848.84,11.54,5.59,12.49,45,Moderate,Moderate,3
STN_6901,Tamil Nadu,Erode,River,2023,2,24.67,8.38,4.05,1046.13,15.21,2.63,19.39,1893,Moderate,Polluted,6
STN_6902,Karnataka,Chitradurga,Lake,2019,6,23.75,7.47,4.1,216.85,7.34,5.21,37.47,1943,Moderate,Polluted,8
STN_6903,Andhra Pradesh,Visakhapatnam,Lake,2019,8,29.33,7.29,3.45,1244.95,1.9,9.61,27.22,904,Polluted,Polluted,7
STN_6904,Maharashtra,Mumbai City,Groundwater,2022,3,33.06,8.1,3.62,1305.35,14.24,2.4,31.72,668,Moderate,Polluted,6
STN_6905,Andhra Pradesh,Anakapalli,River,2021,1,34.02,7.46,4.43,1156.73,9.76,9.22,39.39,1076,Polluted,Polluted,8
STN_6906,Madhya Pradesh,Jabalpur,Lake,2023,3,26.88,7.7,8.68,984.91,10.19,2.77,25.49,1073,Safe,Moderate,4
STN_6907,Madhya Pradesh,Gwalior,Lake,2021,10,32.71,7.05,6.21,202.13,5.38,4.76,12.64,677,Moderate,Polluted,6
STN_6908,Maharashtra,Mumbai Suburban,Groundwater,2021,3,18.01,6.92,7.91,807.14,6.87,3.32,28.01,661,Moderate,Polluted,6
STN_6909,Karnataka,Ballari,Lake,2022,2,16.15,7.44,4.62,1366.64,14.24,1.99,16.96,1346,Moderate,Polluted,6
STN_6910,Tamil Nadu,Tirunelveli,Groundwater,2020,1,29.85,6.52,8.22,1481.88,18.23,6.74,39.38,40,Polluted,Moderate,3
STN_6911,West Bengal,Birbhum,Lake,2019,2,20.76,7.95,3.45,1000.01,6.23,6.84,25.08,1329,Polluted,Polluted,8
STN_6912,Andhra Pradesh,Kakinada,River,2021,12,33.45,8.76,4.51,707.47,19.96,2.27,3.27,847,Moderate,Polluted,8
STN_6913,Rajasthan,Bharatpur,Groundwater,2021,2,29.1,8.04,8.45,952.05,4.75,2.48,4.51,1763,Safe,Moderate,3
STN_6914,Maharashtra,Pune,Groundwater,2021,3,16.41,8.53,8.22,1147.06,1.59,2.52,43.63,1036,Moderate,Moderate,5
STN_6915,West Bengal,Malda,Groundwater,2022,7,20.29,8.5,5.9,561.57,9.58,2.87,32.02,1593,Safe,Moderate,4
STN_6916,Uttar Pradesh,Gorakhpur,Groundwater,2022,12,30.76,8.08,6.13,1192.35,3.15,5.31,27.83,1988,Moderate,Moderate,5
STN_6917,Tamil Nadu,Thoothukudi,Lake,2021,7,24.27,8.77,4.55,976.13,3.2,5.27,42.99,465,Moderate,Polluted,9
STN_6918,West Bengal,Jalpaiguri,Lake,2019,5,30.38,7.13,7.82,482.69,4.57,1.18,25.19,1150,Safe,Moderate,3
STN_6919,Bihar,Begusarai,Groundwater,2022,4,24.93,6.67,3.39,271.31,6.5,1.24,10.17,1887,Moderate,Polluted,6
STN_6920,Maharashtra,Nagpur,River,2023,3,24.05,7.04,5.39,230.92,19.58,6.35,32.42,953,Polluted,Polluted,6
STN_6921,Tamil Nadu,Vellore,Groundwater,2022,11,20.62,7.06,7.79,1006.67,17.96,9.95,8.13,151,Polluted,Polluted,6
STN_6922,Andhra Pradesh,East Godavari,Lake,2021,8,31.57,7.31,7.12,230.37,16.96,5.57,27.69,578,Moderate,Polluted,6
STN_6923,Karnataka,Belagavi,Lake,2019,2,26.13,7.29,3.24,221.4,2.85,8.83,23.12,1334,Polluted,Polluted,7
STN_6924,Uttar Pradesh,Bareilly,Lake,2021,7,28.86,7.47,5.74,266.0,10.52,6.69,24.49,1460,Polluted,Polluted,6
STN_6925,Telangana,Medchal–Malkajgiri,Groundwater,2020,7,31.9,6.82,5.33,512.43,19.41,1.93,38.28,1591,Safe,Moderate,4
STN_6926,Telangana,Warangal,Lake,2021,8,22.17,6.95,7.36,1426.48,12.22,6.93,38.32,475,Polluted,Polluted,6
STN_6927,Karnataka,Dharwad,River,2019,9,23.82,8.07,4.18,1193.75,6.24,3.19,40.64,1542,Moderate,Polluted,8
STN_6928,Tamil Nadu,Dindigul,Lake,2023,12,34.4,7.1,4.54,550.66,11.32,4.26,1.18,1717,Moderate,Polluted,8
STN_6929,Rajasthan,Sikar,Lake,2019,7,23.8,8.56,4.97,924.19,9.8,4.8,35.26,1717,Moderate,Polluted,10
STN_6930,Andhra Pradesh,West Godavari,River,2020,4,16.12,8.2,4.34,1100.41,7.45,6.21,42.31,981,Polluted,Polluted,8
STN_6931,Karnataka,Bengaluru Urban,River,2020,9,16.59,7.7,3.28,1146.14,1.4,8.17,10.11,1056,Polluted,Polluted,7
STN_6932,Uttar Pradesh,Aligarh,Lake,2020,4,22.0,8.55,7.21,1115.26,1.76,4.31,13.28,1627,Moderate,Polluted,7
STN_6933,Karnataka,Bengaluru Rural,Groundwater,2021,6,33.16,8.44,4.03,505.27,18.05,7.84,37.53,743,Polluted,Polluted,8
STN_6934,Tamil Nadu,Thanjavur,River,2022,7,25.14,7.31,8.22,951.33,6.12,6.54,1.9,1786,Polluted,Polluted,6
STN_6935,Andhra Pradesh,Krishna,Lake,2021,6,16.12,6.83,7.89,861.08,14.67,1.01,39.07,1708,Safe,Moderate,4
STN_6936,West Bengal,Darjeeling,River,2023,2,26.58,6.51,6.52,653.07,19.69,4.51,36.43,686,Moderate,Polluted,6
STN_6937,Uttar Pradesh,Lucknow,Lake,2023,10,25.39,7.92,6.39,782.18,10.39,7.94,36.28,1032,Polluted,Polluted,6
STN_6938,West Bengal,Kolkata,Lake,2022,6,28.81,8.25,6.58,280.91,15.93,2.09,44.49,114,Safe,Moderate,4
STN_6939,Karnataka,Mysuru,Lake,2019,3,25.47,8.19,3.94,1190.41,13.88,8.4,44.42,1759,Polluted,Polluted,8
STN_6940,Telangana,Hanamkonda,Lake,2022,2,29.33,7.84,7.17,893.84,10.86,3.1,20.94,966,Moderate,Polluted,6
STN_6941,Bihar,Samastipur,Lake,2019,6,34.37,8.1,5.75,559.66,18.23,4.11,13.19,642,Moderate,Polluted,6
STN_6942,Uttar Pradesh,Kanpur Nagar,River,2019,3,23.48,8.43,5.06,1092.21,6.78,6.66,24.47,1992,Polluted,Polluted,6
STN_6943,Telangana,Karimnagar,River,2022,7,26.24,8.51,3.96,666.43,2.82,2.61,33.41,1714,Moderate,Polluted,7
STN_6944,Uttar Pradesh,Kanpur Dehat,Lake,2020,2,19.85,7.59,7.99,1054.05,14.22,7.55,10.76,1781,Polluted,Polluted,6
STN_6945,Madhya Pradesh,Ujjain,Lake,2022,8,30.08,7.25,3.74,1351.87,1.15,2.88,1.41,30,Moderate,Safe,2
STN_6946,Karnataka,Mandya,River,2023,11,28.58,7.32,6.35,330.46,16.75,9.42,34.61,1073,Polluted,Polluted,6
STN_6947,Karnataka,Tumakuru,Lake,2023,9,20.37,8.4,7.22,958.81,11.61,1.16,22.33,839,Safe,Moderate,4
STN_6948,Madhya Pradesh,Sagar,River,2020,7,19.52,8.28,7.78,719.82,5.04,4.42,32.7,1309,Moderate,Polluted,6
STN_6949,Karnataka,Hassan,Groundwater,2020,6,19.72,7.5,6.37,918.93,10.34,6.65,40.82,948,Polluted,Polluted,6
STN_6950,Telangana,Nizamabad,Groundwater,2022,9,25.51,8.46,5.24,1263.05,10.37,1.34,9.01,1245,Safe,Moderate,4
STN_6951,Andhra Pradesh,Guntur,River,2019,12,23.89,7.45,6.72,252.58,19.21,5.53,39.45,1920,Moderate,Polluted,6
STN_6952,Uttar Pradesh,Varanasi,River,2022,3,27.13,6.72,6.64,708.16,8.42,1.84,33.51,999,Safe,Moderate,4
STN_6953,Andhra Pradesh,Palnadu,Lake,2019,7,26.34,7.77,7.67,1003.72,15.36,3.08,12.33,426,Moderate,Polluted,6
STN_6954,Andhra Pradesh,Bapatla,Groundwater,2020,5,28.01,6.85,6.08,1399.35,1.51,4.25,25.84,1003,Moderate,Moderate,5
STN_6955,Andhra Pradesh,Prakasam,River,2023,2,18.72,7.23,6.82,1272.76,13.8,8.72,12.29,351,Polluted,Polluted,6
STN_6956,Telangana,Adilabad,Groundwater,2021,1,26.89,6.99,3.08,853.85,16.6,3.19,27.14,526,Moderate,Polluted,8
STN_6957,Bihar,Siwan,Lake,2019,3,32.89,6.5,5.11,415.74,13.96,2.36,34.82,104,Safe,Moderate,4
STN_6958,Rajasthan,Chittorgarh,Groundwater,2020,10,22.45,7.85,5.78,707.8,2.52,4.21,6.21,689,Moderate,Moderate,5
STN_6959,West Bengal,Howrah,River,2023,10,23.11,8.51,6.25,956.64,11.22,9.57,8.62,216,Polluted,Polluted,8
STN_6960,Andhra Pradesh,Nellore,Groundwater,2022,5,15.79,7.78,6.25,776.38,3.04,6.75,19.05,672,Polluted,Moderate,5
STN_6961,Tamil Nadu,Cuddalore,Lake,2022,9,17.75,8.7,5.44,342.89,2.1,1.45,34.02,461,Moderate,Moderate,5
STN_6962,Telangana,Khammam,River,2020,6,25.62,8.67,7.82,1339.29,4.85,1.8,3.18,48,Moderate,Safe,2
STN_6963,Rajasthan,Bhilwara,Groundwater,2023,12,26.3,6.93,8.01,1071.16,17.37,4.41,13.45,595,Moderate,Polluted,6
STN_6964,Madhya Pradesh,Rewa,Lake,2020,8,29.8,6.5,5.26,938.99,17.05,2.39,35.07,660,Safe,Moderate,4
STN_6965,Karnataka,Shivamogga,River,2019,2,17.87,8.15,7.53,1489.93,15.44,8.85,2.22,115,Polluted,Polluted,6
STN_6966,West Bengal,Hooghly,Lake,2020,8,30.53,7.87,5.68,863.03,4.8,7.04,28.27,210,Polluted,Moderate,5
STN_6967,Rajasthan,Pali,River,2020,7,32.04,7.46,6.5,609.22,14.8,2.04,17.52,105,Safe,Moderate,4
STN_6968,Bihar,Saran,Lake,2023,1,22.09,8.48,3.23,611.18,4.02,9.83,15.38,49,Polluted,Moderate,4
STN_6969,Maharashtra,Nashik,Groundwater,2023,9,35.0,7.64,3.62,1364.05,15.25,4.85,15.31,352,Moderate,Polluted,8
STN_6970,Uttar Pradesh,Prayagraj,Lake,2021,6,18.86,8.28,5.45,552.55,10.51,1.11,0.86,1817,Safe,Moderate,4
STN_6971,Tamil Nadu,Chennai,Lake,2020,6,15.09,8.09,3.04,285.59,11.62,8.14,9.6,852,Polluted,Polluted,8
STN_6972,Uttar Pradesh,Agra,Groundwater,2019,4,15.96,8.7,3.64,316.8,5.03,9.52,41.75,763,Polluted,Polluted,10
STN_6973,Rajasthan,Jaipur,Groundwater,2019,2,22.58,6.69,4.47,260.81,16.69,6.56,32.9,190,Polluted,Polluted,8
STN_6974,West Bengal,North 24 Parganas,Groundwater,2023,9,29.76,7.03,8.94,277.95,15.54,4.2,20.43,447,Moderate,Polluted,6
STN_6975,Telangana,Mahabubnagar,River,2020,1,21.98,6.81,7.3,478.16,15.37,7.23,7.37,822,Polluted,Polluted,6
STN_6976,Rajasthan,Jodhpur,River,2021,3,15.24,7.81,5.31,1458.69,2.78,2.66,31.57,960,Safe,Moderate,3
STN_6977,West Bengal,South 24 Parganas,Lake,2022,8,34.97,7.62,8.8,613.2,16.52,7.23,10.11,1784,Polluted,Polluted,6
STN_6978,Telangana,Hyderabad,River,2021,11,23.2,8.28,6.45,716.74,8.07,6.22,21.97,1732,Polluted,Polluted,6
STN_6979,Bihar,Patna,Groundwater,2023,11,24.2,7.04,8.45,412.65,17.11,9.7,17.37,1197,Polluted,Polluted,6
STN_6980,Telangana,Rangareddy,River,2022,12,31.09,7.51,6.07,806.85,3.56,7.38,31.7,1184,Polluted,Moderate,5
STN_6981,Karnataka,Davanagere,Lake,2023,5,25.67,7.22,3.72,494.77,14.39,5.24,3.14,572,Moderate,Polluted,8
STN_6982,West Bengal,Nadia,Groundwater,2021,1,15.59,6.74,8.06,1269.01,6.38,2.72,5.24,1532,Safe,Moderate,4
STN_6983,Tamil Nadu,Coimbatore,Groundwater,2023,9,23.14,6.92,7.94,869.22,19.61,5.73,18.73,995,Moderate,Polluted,6
STN_6984,Uttar Pradesh,Meerut,Lake,2022,11,19.76,7.53,5.83,684.13,18.1,4.53,32.89,1159,Moderate,Polluted,6
STN_6985,Andhra Pradesh,Kurnool,River,2019,12,31.36,8.38,5.68,836.29,11.81,7.59,44.67,1459,Polluted,Polluted,6
STN_6986,Bihar,Gaya,River,2019,1,34.06,6.67,7.57,1128.15,18.87,8.74,39.41,1637,Polluted,Polluted,6
STN_6987,Tamil Nadu,Madurai,Lake,2022,5,22.47,6.9,5.05,231.87,16.54,6.07,34.56,210,Polluted,Polluted,6
STN_6988,Maharashtra,Thane,Lake,2020,3,32.6,7.56,3.48,489.76,14.61,2.47,13.58,937,Moderate,Polluted,6
STN_6989,Uttar Pradesh,Ghaziabad,Lake,2020,12,15.29,7.57,7.58,246.22,15.3,2.29,10.86,1005,Safe,Moderate,4
STN_6990,Madhya Pradesh,Satna,Lake,2023,6,15.54,7.87,5.05,1385.48,19.6,1.41,5.05,811,Safe,Moderate,4
STN_6991,West Bengal,Murshidabad,Groundwater,2019,6,32.96,8.7,8.7,467.22,1.31,6.54,44.42,799,Polluted,Polluted,7
STN_6992,Andhra Pradesh,Visakhapatnam,Lake,2023,8,25.16,7.99,8.11,1059.12,13.83,1.06,10.59,502,Safe,Moderate,4
STN_6993,Telangana,Medchal–Malkajgiri,River,2022,10,24.04,8.46,8.95,735.19,10.76,9.14,30.96,1124,Polluted,Polluted,6
STN_6994,Andhra Pradesh,Anakapalli,River,2021,7,28.71,7.61,3.28,855.01,18.52,9.69,42.59,274,Polluted,Polluted,8
STN_6995,Rajasthan,Udaipur,River,2023,7,32.72,7.46,5.26,1179.76,1.21,5.43,8.13,33,Moderate,Safe,2
STN_6996,Karnataka,Chitradurga,River,2023,10,29.91,6.64,8.82,566.76,11.78,2.21,44.68,905,Safe,Moderate,4
STN_6997,West Bengal,Bardhaman,River,2023,7,22.24,8.24,5.57,353.52,6.66,4.04,43.04,1170,Moderate,Polluted,6
STN_6998,Karnataka,Ballari,Groundwater,2020,5,27.05,7.84,6.32,1275.83,13.56,7.68,1.09,1918,Polluted,Polluted,6
STN_6999,Tamil Nadu,Tiruchirappalli,Groundwater,2022,12,30.96,6.91,6.81,626.94,9.15,3.45,18.87,1141,Moderate,Polluted,6
STN_7000,Uttar Pradesh,Noida,Lake,2023,8,34.38,8.32,8.33,378.47,7.68,7.84,27.68,1146,Polluted,Polluted,6
STN_7001,West Bengal,Birbhum,Lake,2019,7,17.79,7.4,8.85,820.21,16.75,8.34,40.67,272,Polluted,Polluted,6
STN_7002,Tamil Nadu,Salem,Groundwater,2019,2,24.27,8.61,6.46,502.47,19.61,8.83,5.72,705,Polluted,Polluted,8
STN_7003,Tamil Nadu,Erode,River,2019,6,27.29,7.24,7.38,1329.62,5.09,7.32,10.87,12,Polluted,Moderate,3
STN_7004,West Bengal,Malda,Groundwater,2019,7,27.56,8.34,3.21,1138.04,17.04,1.6,19.09,488,Moderate,Polluted,6
STN_7005,Uttar Pradesh,Gorakhpur,Groundwater,2022,4,16.03,8.76,7.33,870.63,15.21,4.8,24.14,160,Moderate,Polluted,8
STN_7006,Telangana,Warangal,River,2021,6,28.21,8.5,7.67,1202.62,19.57,6.48,19.2,554,Polluted,Polluted,6
STN_7007,Andhra Pradesh,Kakinada,Lake,2020,2,34.79,7.07,7.48,1284.56,8.76,4.99,11.51,216,Moderate,Polluted,6
STN_7008,Uttar Pradesh,Bareilly,Lake,2021,1,33.22,7.01,8.81,596.77,1.88,2.89,31.59,289,Safe,Moderate,3
STN_7009,West Bengal,Jalpaiguri,River,2023,2,16.71,8.11,5.02,644.68,12.8,5.72,23.75,1141,Moderate,Polluted,6
STN_7010,Maharashtra,Aurangabad,River,2023,2,34.11,7.61,8.11,1065.61,3.11,8.73,3.19,1863,Polluted,Moderate,5
STN_7011,West Bengal,Darjeeling,Groundwater,2023,10,25.12,7.54,4.21,869.55,19.76,8.81,10.06,1140,Polluted,Polluted,8
STN_7012,Tamil Nadu,Tirunelveli,River,2020,3,34.49,8.25,3.56,1124.32,2.6,3.38,11.17,1663,Moderate,Polluted,7
STN_7013,West Bengal,Kolkata,Groundwater,2022,6,17.47,8.34,6.94,1459.12,14.99,6.64,28.77,1269,Polluted,Polluted,6
STN_7014,Tamil Nadu,Thoothukudi,Lake,2022,4,21.6,6.71,8.3,1365.28,7.22,7.92,13.83,596,Polluted,Polluted,6
STN_7015,Tamil Nadu,Vellore,Groundwater,2021,12,19.72,7.12,4.02,1073.41,16.63,7.44,21.62,1791,Polluted,Polluted,8
STN_7016,Maharashtra,Solapur,Groundwater,2023,10,30.99,7.7,4.32,710.28,14.63,9.4,24.54,769,Polluted,Polluted,8
STN_7017,Madhya Pradesh,Chhindwara,River,2019,11,21.41,8.32,3.98,220.06,18.58,8.35,34.67,271,Polluted,Polluted,8
STN_7018,Andhra Pradesh,East Godavari,River,2022,7,27.01,7.84,4.19,1480.93,16.69,7.05,5.72,1676,Polluted,Polluted,8
STN_7019,Telangana,Hanamkonda,Groundwater,2021,6,22.8,7.77,4.48,926.83,3.62,9.67,31.57,1572,Polluted,Polluted,7
STN_7020,Madhya Pradesh,Khandwa,Groundwater,2022,9,32.02,7.76,7.44,857.05,16.52,8.53,5.11,1257,Polluted,Polluted,6
STN_7021,Rajasthan,Kota,River,2023,8,33.64,8.45,7.37,343.01,16.15,5.03,29.6,640,Moderate,Polluted,6
STN_7022,Bihar,Nalanda,River,2019,4,26.79,7.96,3.86,342.47,2.28,3.1,40.17,934,Moderate,Polluted,7
STN_7023,Tamil Nadu,Dindigul,River,2020,8,16.33,6.78,3.81,765.87,5.16,6.55,9.01,1823,Polluted,Polluted,8
STN_7024,West Bengal,Howrah,Lake,2022,4,34.92,6.8,5.47,1181.73,10.04,9.36,6.38,637,Polluted,Polluted,6
STN_7025,Maharashtra,Kolhapur,Lake,2019,6,23.07,8.65,6.18,591.36,13.71,5.95,32.72,1937,Moderate,Polluted,8
STN_7026,Andhra Pradesh,West Godavari,Groundwater,2023,9,34.61,7.4,3.83,735.26,1.66,8.09,0.55,1124,Polluted,Polluted,7
STN_7027,Bihar,Bhagalpur,Groundwater,2019,9,32.64,7.1,8.26,1091.79,9.86,6.96,43.75,332,Polluted,Polluted,6
STN_7028,Rajasthan,Ajmer,Groundwater,2019,2,33.13,8.3,7.99,854.84,11.52,1.09,20.2,1449,Safe,Moderate,4
STN_7029,Bihar,Muzaffarpur,Lake,2019,6,24.58,6.71,8.59,544.69,8.94,2.1,28.97,1928,Safe,Moderate,4
STN_7030,Karnataka,Belagavi,River,2019,5,28.48,6.77,8.67,331.75,4.45,6.02,40.74,537,Polluted,Moderate,5
STN_7031,Bihar,Darbhanga,Lake,2019,8,30.9,6.51,6.74,1482.75,13.55,1.83,22.14,1065,Safe,Moderate,4
STN_7032,Karnataka,Dharwad,Groundwater,2021,6,25.23,6.62,7.52,246.86,12.1,2.45,16.27,44,Safe,Safe,1
STN_7033,West Bengal,Hooghly,Groundwater,2019,9,21.15,7.88,6.29,1214.42,18.29,8.84,23.56,669,Polluted,Polluted,6
STN_7034,Maharashtra,Amravati,Groundwater,2019,10,21.05,8.42,8.1,903.58,16.23,7.47,19.1,146,Polluted,Polluted,6
STN_7035,Tamil Nadu,Thanjavur,River,2023,11,34.44,8.63,3.23,268.69,10.63,7.42,24.35,566,Polluted,Polluted,10
STN_7036,Telangana,Karimnagar,Groundwater,2019,5,16.13,7.61,5.51,1214.61,1.2,4.08,16.39,498,Moderate,Moderate,5
STN_7037,West Bengal,North 24 Parganas,Lake,2019,8,27.98,6.95,8.74,1482.51,12.72,8.92,23.91,1815,Polluted,Polluted,6
STN_7038,Tamil Nadu,Cuddalore,Lake,2022,3,16.08,7.9,7.11,307.23,6.17,9.72,36.46,1563,Polluted,Polluted,6
STN_7039,Andhra Pradesh,Krishna,Lake,2021,4,20.64,8.67,8.77,917.12,12.06,8.87,44.46,84,Polluted,Moderate,5
STN_7040,Uttar Pradesh,Aligarh,Groundwater,2023,2,24.54,7.67,3.93,1476.11,19.81,9.46,21.37,431,Polluted,Polluted,8
STN_7041,Telangana,Nizamabad,Groundwater,2022,5,34.63,8.74,6.42,992.97,9.25,7.47,19.21,69,Polluted,Moderate,5
STN_7042,Tamil Nadu,Chennai,River,2021,3,22.76,8.59,5.84,654.92,7.86,8.28,24.82,1407,Polluted,Polluted,8
STN_7043,Madhya Pradesh,Ratlam,Lake,2019,3,17.63,8.76,7.68,1375.75,8.76,5.71,39.63,1694,Moderate,Polluted,8
STN_7044,Madhya Pradesh,Dewas,Groundwater,2022,6,30.93,7.49,8.73,771.39,14.19,3.57,11.41,260,Moderate,Polluted,6
STN_7045,Bihar,Purnia,River,2023,11,32.57,7.34,8.68,1449.88,1.03,1.68,3.13,1184,Safe,Moderate,3
STN_7046,Andhra Pradesh,Guntur,River,2023,1,17.43,8.27,4.67,1243.5,12.87,8.91,43.88,1311,Polluted,Polluted,8
STN_7047,Madhya Pradesh,Bhopal,Lake,2019,7,24.59,7.49,7.48,1066.78,13.81,4.67,24.22,1573,Moderate,Polluted,6
STN_7048,Tamil Nadu,Coimbatore,Lake,2021,3,26.7,7.18,8.12,1462.47,3.72,9.71,28.73,392,Polluted,Moderate,5
STN_7049,Madhya Pradesh,Indore,Lake,2022,4,28.98,7.29,4.44,841.33,19.91,2.07,37.52,870,Moderate,Polluted,6
STN_7050,West Bengal,South 24 Parganas,Groundwater,2019,6,24.65,8.34,8.78,1030.05,6.28,7.66,42.83,683,Polluted,Polluted,6
STN_7051,Karnataka,Bengaluru Urban,Groundwater,2020,4,32.93,8.56,5.72,265.61,2.3,5.58,1.93,141,Moderate,Polluted,7
STN_7052,Maharashtra,Satara,Groundwater,2019,1,16.27,8.49,5.78,1469.38,14.0,8.45,21.45,1441,Polluted,Polluted,6
STN_7053,West Bengal,Nadia,River,2022,7,34.31,8.23,8.73,1401.6,12.66,8.2,2.6,1523,Polluted,Polluted,6
STN_7054,Andhra Pradesh,Palnadu,River,2020,4,22.83,8.38,3.65,1009.86,9.94,3.83,29.42,1572,Moderate,Polluted,8
STN_7055,Tamil Nadu,Madurai,River,2023,12,18.39,7.37,8.64,1164.36,16.83,2.44,19.68,456,Safe,Moderate,4
STN_7056,Andhra Pradesh,Bapatla,Groundwater,2021,5,15.16,8.47,4.22,513.29,9.14,7.08,7.55,746,Polluted,Polluted,8
STN_7057,Telangana,Adilabad,River,2020,1,32.69,6.79,6.49,1077.93,10.36,5.45,36.41,780,Moderate,Polluted,6
STN_7058,Rajasthan,Bikaner,River,2020,3,18.87,7.84,3.67,533.86,6.82,3.4,11.72,1868,Moderate,Polluted,8
STN_7059,West Bengal,Murshidabad,River,2020,1,15.17,7.92,6.73,859.06,11.72,4.05,42.11,683,Moderate,Polluted,6
STN_7060,West Bengal,Bardhaman,River,2019,2,32.68,7.13,8.51,1440.33,14.53,6.19,34.51,842,Polluted,Polluted,6
STN_7061,Uttar Pradesh,Lucknow,Lake,2021,8,17.59,7.11,7.06,885.14,15.93,4.74,14.55,1150,Moderate,Polluted,6
STN_7062,Rajasthan,Alwar,Lake,2020,6,22.77,8.79,7.01,1160.84,2.76,1.59,36.15,1523,Moderate,Moderate,5
STN_7063,Rajasthan,Bharatpur,Groundwater,2022,12,24.89,7.11,7.31,1178.57,7.69,8.64,31.59,409,Polluted,Polluted,6
STN_7064,Andhra Pradesh,Prakasam,River,2023,5,24.13,6.63,5.16,1423.44,16.19,2.59,13.69,1295,Safe,Moderate,4
STN_7065,Uttar Pradesh,Kanpur Nagar,Groundwater,2019,3,31.84,7.74,4.46,441.15,11.21,7.89,21.45,1274,Polluted,Polluted,8
STN_7066,Andhra Pradesh,Nellore,Groundwater,2023,8,33.51,6.72,4.8,583.54,19.97,8.47,7.24,318,Polluted,Polluted,8
STN_7067,Uttar Pradesh,Kanpur Dehat,River,2022,3,30.12,8.2,5.28,253.31,6.77,4.34,42.69,911,Moderate,Polluted,6
STN_7068,West Bengal,Birbhum,Groundwater,2022,9,28.04,8.75,8.07,731.86,8.8,4.13,26.91,1253,Moderate,Polluted,8
STN_7069,West Bengal,Malda,River,2020,8,30.37,8.75,7.01,1348.21,19.31,1.24,4.57,1004,Moderate,Polluted,6
STN_7070,Maharashtra,Jalgaon,Groundwater,2022,5,34.68,7.38,7.79,935.86,1.61,4.7,33.49,568,Moderate,Moderate,5
STN_7071,Bihar,Araria,River,2022,4,19.68,6.91,3.89,1271.95,6.98,7.61,7.35,495,Polluted,Polluted,8
STN_7072,Bihar,Begusarai,River,2020,10,33.47,7.54,4.13,1229.82,5.8,8.73,29.63,1945,Polluted,Polluted,8
STN_7073,Andhra Pradesh,Kurnool,Groundwater,2021,8,20.95,8.16,8.33,607.34,14.21,4.15,14.3,1634,Moderate,Polluted,6
STN_7074,Madhya Pradesh,Jabalpur,Lake,2023,1,27.08,6.81,8.14,1009.57,14.53,5.11,34.19,64,Moderate,Moderate,3
